66	74	72	70	41	85
37	13	32	59	8	38
25	10	3	70	6	30
31	14	42	94	38	44
18	25	32	49	5	1
67	40	93	65	95	84
26	43	25	14	32	48
31	32	35	38	44	15
75	98	74	72	76	84
43	25	34	42	64	1
78	75	83	61	79	57
31	50	3	72	33	44
14	53	58	56	70	73
75	99	59	56	41	85
23	4	81	17	5	21
7	31	69	40	27	44
77	58	72	19	90	88
42	28	64	41	21	18
92	50	66	86	89	65
37	2	98	19	17	20
78	92	81	59	51	73
25	34	2	40	28	39
43	83	27	16	22	46
47	2	11	5	22	20
47	31	14	13	98	40
55	81	61	64	59	38
100	66	89	74	76	41
26	50	42	17	22	57
30	7	23	9	91	45
13	77	80	56	90	73
86	19	36	11	22	30
54	13	40	27	44	18
66	77	64	56	97	73
63	78	93	97	11	82
71	98	97	22	88	82
89	74	19	96	91	85
23	54	92	83	81	79
54	95	51	96	57	18
20	9	13	27	48	18
45	35	48	5	8	18
7	26	34	27	39	45
23	31	48	49	15	12
75	14	69	67	65	64
29	40	97	21	44	24
75	81	86	94	70	8
63	80	67	74	29	95
75	93	56	79	91	57
100	61	62	76	96	52
25	98	67	99	87	88
32	40	3	16	72	46
54	32	42	41	6	39
14	40	27	22	6	38
4	40	16	8	41	33
43	100	78	72	79	90
46	93	59	94	57	91
25	10	34	53	27	28
26	25	35	40	12	6
43	37	10	48	76	44
43	98	53	72	58	65
32	40	28	11	39	44
100	10	86	87	95	51
31	64	87	51	88	73
63	25	32	19	49	21
10	32	17	21	46	30
47	31	48	17	22	18
71	86	89	3	97	73
54	14	55	80	64	82
71	13	53	69	97	51
26	78	16	21	12	24
29	81	16	17	33	30
35	62	97	51	84	91
55	77	74	93	56	59
24	54	99	59	70	73
4	14	40	61	21	33
50	35	48	11	46	90
26	7	43	93	36	6
54	86	99	76	51	57
14	77	2	29	17	11
7	13	64	5	44	30
60	81	67	80	84	12
43	47	32	42	60	15
7	23	32	19	39	41
43	24	26	95	11	20
31	75	5	49	21	18
92	10	66	81	86	51
78	10	83	98	89	74
75	77	79	76	52	49
68	80	98	64	97	90
68	78	87	95	48	76
37	13	80	19	22	6
100	75	66	61	88	57
63	100	92	55	3	95
43	13	32	35	41	22
9	2	16	38	15	24
7	9	25	10	34	42
54	60	72	93	96	82
66	53	74	99	65	5
18	47	27	22	33	1
9	80	27	16	22	6
44	6	58	19	12	1
1	9	26	36	52	45
14	13	89	38	12	1
67	61	65	94	91	88
68	55	66	99	93	87
66	59	97	96	82	73
6	55	17	38	33	1
77	28	62	95	96	88
26	36	64	41	12	24
25	67	59	79	51	96
86	40	72	62	51	82
26	47	20	7	40	30
4	14	42	36	41	39
60	80	69	56	94	11
55	58	72	61	28	73
14	13	28	8	22	45
23	47	2	36	49	38
37	32	97	39	46	24
50	60	27	11	44	1
3	28	5	22	6	45
7	10	34	70	39	44
23	31	8	38	82	24
14	34	28	51	33	20
77	86	28	64	62	56
43	32	19	22	15	91
9	42	98	36	48	15
13	28	36	39	46	33
47	37	8	39	6	52
84	50	27	39	15	24
24	13	42	41	6	45
34	69	8	49	44	20
4	14	29	99	17	33
100	83	81	74	95	97
75	92	61	56	51	79
71	10	34	28	36	21
7	37	31	63	36	5
37	9	10	34	66	16
25	32	10	27	28	21
75	92	64	97	70	21
26	50	35	81	27	41
50	83	27	16	49	30
75	78	86	58	95	85
10	60	28	21	46	45
54	75	29	72	52	84
63	78	62	48	52	73
7	4	50	3	97	24
18	13	56	22	44	1
71	68	78	64	51	96
63	55	69	86	70	49
92	58	72	93	67	52
10	3	17	64	11	15
26	63	34	3	22	24
4	9	35	79	38	6
71	14	66	58	62	70
92	77	53	62	97	73
55	67	74	76	52	46
47	42	17	97	21	18
14	25	35	48	22	18
63	83	86	74	62	59
37	81	3	11	39	24
31	13	25	86	38	45
50	29	16	21	38	24
31	3	27	15	33	91
100	55	69	89	76	46
71	63	78	2	93	56
68	72	95	70	8	82
4	35	34	27	61	44
26	77	29	16	41	24
9	25	32	4	17	41
77	81	69	58	76	24
26	73	10	19	5	45
23	9	50	64	39	21
77	69	53	99	93	62
7	23	31	2	15	45
77	74	70	97	84	44
7	100	86	69	72	65
20	14	72	48	21	1
61	59	97	96	57	73
66	69	72	61	62	73
66	98	69	86	2	97
100	55	66	34	51	57
63	92	66	89	74	51
23	25	3	67	16	20
77	42	93	56	96	52
24	47	25	2	19	45
37	75	81	79	91	73
55	81	76	96	84	85
4	35	28	39	44	45
23	4	42	3	16	44
20	16	11	22	39	1
54	83	89	58	74	76
54	48	70	94	84	91
75	69	67	62	95	90
54	83	28	59	51	91
68	55	80	61	19	65
23	4	27	17	8	21
57	71	38	96	52	73
7	9	10	42	16	94
23	32	42	39	84	20
26	4	77	39	12	6
57	25	89	62	82	52
43	63	66	99	97	73
71	75	60	66	97	79
68	92	66	70	76	41
26	90	50	21	12	30
60	77	70	97	84	88
73	33	86	72	91	57
20	18	14	50	41	45
9	66	17	21	33	1
68	54	77	80	5	96
100	55	75	80	69	30
92	69	72	27	91	90
54	10	98	56	97	70
63	98	86	74	90	46
100	92	86	61	74	52
69	61	99	62	39	85
18	9	31	58	16	1
43	78	35	36	12	44
13	14	40	64	8	12
71	78	86	27	52	73
10	3	11	15	96	30
7	14	32	83	15	12
37	60	2	19	38	30
75	58	74	99	93	91
26	9	29	87	49	30
71	63	77	81	36	51
42	86	72	64	97	90
75	55	53	72	93	61
37	13	34	41	84	24
60	67	65	95	11	51
13	70	5	22	6	45
25	14	8	21	91	30
