24	14	81	30
10	35	29	44
29	48	12	18
83	80	77	85
4	14	22	82
69	74	87	82
25	50	13	28
77	80	70	90
71	16	94	90
67	62	51	84
71	86	41	91
99	62	97	88
7	37	77	1
92	65	95	88
18	83	97	85
81	74	52	44
92	99	62	45
81	69	74	85
63	65	79	88
55	79	76	91
75	87	95	21
37	92	99	59
75	83	49	96
1	2	12	33
50	2	21	12
78	60	77	25
93	65	96	91
9	10	93	6
4	50	34	38
63	74	76	96
63	67	51	91
86	81	67	85
4	31	32	40
64	59	17	96
18	37	46	45
71	83	93	73
4	13	49	30
14	10	35	27
75	66	87	52
13	50	59	1
27	39	22	20
83	40	19	44
93	59	52	88
71	25	55	52
75	83	90	45
4	32	44	91
47	100	35	18
29	36	8	18
7	13	27	39
97	38	21	41
54	98	57	46
89	58	51	84
43	13	50	75
26	61	41	12
60	89	64	90
37	80	19	1
9	93	48	20
47	29	17	45
31	28	17	11
3	11	49	18
31	29	52	18
13	34	11	38
100	74	61	88
42	17	22	18
78	66	80	96
20	34	41	18
16	15	46	1
18	20	60	1
47	35	44	82
55	93	76	20
31	92	34	16
34	41	33	1
67	16	94	73
10	34	58	15
20	34	11	30
86	58	84	85
37	47	42	46
32	35	50	48
68	69	70	52
98	67	58	65
13	3	74	5
88	39	21	24
58	16	6	33
31	40	21	57
37	77	67	95
50	16	39	45
68	13	70	84
7	100	49	30
68	60	59	46
78	81	94	90
18	62	15	45
20	15	33	1
100	3	96	91
23	72	87	90
19	22	6	1
58	49	21	45
50	32	10	28
50	83	97	76
60	21	22	24
92	29	65	82
71	7	100	70
35	86	22	20
78	97	52	33
42	19	28	11
7	13	29	38
75	77	74	94
61	94	51	88
89	59	96	84
23	43	53	1
14	86	27	21
51	22	57	73
10	59	15	33
10	36	48	59
94	21	46	18
68	100	86	48
75	81	72	19
2	62	79	73
75	65	64	85
68	69	79	96
10	58	74	85
30	48	6	24
89	58	79	21
16	17	36	62
7	4	35	36
68	61	56	96
68	95	11	76
34	16	39	33
13	48	17	44
98	53	87	52
28	36	49	73
92	77	90	84
37	47	16	19
77	53	56	79
31	42	72	19
7	72	95	91
10	19	28	70
4	69	38	21
66	80	56	97
89	65	87	79
7	41	15	18
47	49	39	38
37	27	19	36
82	25	6	18
30	31	96	20
71	77	2	57
84	41	38	1
34	2	22	18
50	2	38	85
78	19	8	44
42	58	38	18
53	59	56	79
81	28	5	24
55	95	56	30
72	11	8	6
83	65	96	73
54	55	86	82
63	80	94	52
47	94	96	52
94	15	52	90
71	53	96	90
71	72	93	70
47	40	12	20
54	83	93	94
37	25	48	82
23	14	40	48
60	40	21	24
42	76	21	46
56	94	96	91
100	83	86	11
71	78	75	83
3	72	19	17
89	61	49	88
47	10	28	12
9	42	3	51
23	35	34	28
68	56	57	82
32	3	52	24
50	39	44	18
23	89	82	73
7	28	39	12
9	31	74	20
53	61	72	84
71	55	74	94
94	41	6	46
47	42	67	48
91	11	12	30
7	100	55	69
37	17	6	18
50	2	6	85
100	55	81	99
7	50	40	12
92	97	79	84
92	25	51	52
78	100	97	76
23	13	56	41
71	86	94	52
10	27	38	18
34	28	11	46
71	98	62	88
4	92	53	97
55	98	65	36
34	29	38	15
26	4	60	8
9	25	69	11
31	13	34	72
9	35	42	16
43	2	16	49
9	47	17	76
32	28	21	6
54	32	67	99
4	42	27	57
43	55	36	38
75	55	98	91
37	86	16	46
78	53	72	91
99	22	91	88
12	44	6	1
43	25	42	2
69	86	65	96
47	14	40	39
31	42	56	11
98	29	65	88
34	42	21	45
75	77	67	70
69	61	93	88
68	81	97	90
23	27	36	24
78	69	97	96
9	78	74	99
13	50	42	27
37	5	44	20
37	65	51	96
35	27	6	84
13	35	19	11
26	37	21	38
25	49	38	24
60	29	40	18
4	50	16	17
23	60	42	36
13	35	16	6
5	38	6	46
25	50	34	13
35	17	59	24
43	16	21	1
32	67	72	57
7	43	35	2
23	3	15	57
63	32	40	39
25	60	42	36
71	75	84	30
71	80	89	85
9	80	12	6
4	31	41	1
23	31	17	97
92	11	21	20
13	10	19	85
66	53	89	80
53	61	94	88
27	49	21	12
92	55	98	52
60	76	52	45
37	40	5	21
25	10	22	41
61	16	48	44
98	16	28	38
69	81	29	56
81	3	19	5
9	29	53	36
43	67	93	76
43	5	15	21
83	58	94	52
23	26	8	46
66	61	12	73
55	42	2	36
31	27	28	1
67	51	96	52
92	50	83	94
58	99	82	85
43	93	11	41
13	10	80	8
23	26	13	43
56	94	96	88
43	29	11	8
4	19	39	52
23	31	98	40
37	100	92	77
92	60	94	51
83	2	76	84
37	29	22	73
19	97	15	33
9	35	28	12
53	72	61	99
68	2	61	74
63	2	87	88
23	17	12	57
80	74	93	91
53	65	64	90
13	3	48	41
37	100	53	67
