71	68	53	59	21
63	66	87	91	44
43	54	50	34	1
4	14	86	12	18
66	98	99	74	84
7	50	10	44	30
26	25	35	28	18
77	86	61	74	88
68	100	66	57	52
35	59	97	52	90
91	93	87	57	52
77	83	59	51	52
43	23	34	48	5
30	68	39	46	18
30	42	5	38	45
43	10	15	44	24
30	4	16	41	18
55	98	89	99	76
55	83	53	40	94
77	98	69	87	73
47	83	27	6	45
23	7	32	35	3
43	61	15	44	30
71	53	67	62	24
53	28	64	90	85
4	61	17	8	6
9	13	35	37	19
23	4	2	49	20
75	83	65	64	6
12	89	94	88	57
55	86	93	28	91
23	14	96	33	44
67	74	56	11	90
26	14	29	67	45
14	2	3	19	21
44	14	35	46	24
13	36	38	33	24
2	98	27	21	45
26	4	32	29	5
77	86	58	97	76
61	95	76	82	73
2	19	16	96	24
63	86	80	76	51
1	47	32	48	24
100	77	69	42	84
54	78	60	93	95
53	79	96	52	57
40	19	15	90	20
78	80	53	76	6
4	25	16	65	38
4	25	40	48	17
29	8	96	33	30
29	40	3	15	41
7	71	17	39	33
14	34	98	19	11
68	69	81	72	97
31	27	48	21	20
80	93	64	70	88
81	72	99	87	74
4	40	58	16	20
100	62	56	8	96
45	85	28	22	18
14	58	15	33	41
31	32	13	17	38
26	31	34	93	22
3	16	48	5	12
68	13	77	53	58
13	2	67	33	44
98	36	5	33	44
43	10	34	11	49
63	92	60	69	79
68	83	53	99	84
100	93	65	79	90
13	35	42	16	46
83	89	72	87	51
40	17	11	38	73
71	92	100	55	1
75	60	53	61	52
60	53	72	95	79
25	50	3	84	20
92	80	87	97	91
86	89	65	79	91
98	74	64	59	57
67	74	93	3	79
77	89	65	84	85
98	93	16	97	94
26	37	47	8	12
83	74	70	88	90
23	14	69	49	33
9	13	17	48	91
23	45	37	17	1
86	74	97	76	91
23	25	61	8	45
20	40	8	39	24
55	99	56	82	33
2	16	41	33	1
95	94	11	91	73
26	92	16	5	15
37	31	27	22	33
43	23	14	40	11
9	42	40	48	15
37	92	97	88	82
71	55	89	93	88
31	10	2	44	52
30	25	10	6	20
68	83	81	34	95
69	74	72	65	93
40	72	95	94	84
71	92	81	74	91
31	36	51	22	39
90	8	22	46	20
14	27	16	5	52
71	29	76	96	57
47	13	25	80	22
4	2	29	99	45
71	68	72	84	33
78	81	99	19	79
74	16	76	79	88
75	80	95	94	90
26	13	75	34	38
31	35	16	44	20
9	2	21	39	1
9	10	50	22	1
32	19	11	21	6
68	25	99	74	97
43	4	5	8	1
68	78	93	65	52
23	40	49	39	45
55	81	96	82	88
42	93	15	46	44
7	13	31	35	70
9	14	50	65	49
86	70	94	76	82
71	75	51	76	85
92	10	42	28	5
26	13	3	5	15
26	23	46	44	24
78	66	76	96	79
23	27	15	44	45
47	34	16	17	11
30	9	31	72	18
4	40	19	15	88
14	50	25	6	30
9	29	2	11	18
9	31	50	16	36
13	32	2	61	11
4	53	72	59	85
26	43	31	32	16
71	68	77	88	33
31	89	19	11	18
95	11	5	39	44
78	55	53	72	52
26	16	19	22	33
54	60	53	51	57
35	32	99	5	1
86	89	67	79	91
66	86	87	57	20
78	92	86	61	72
13	50	32	8	21
47	37	40	99	44
31	74	36	6	20
7	14	83	3	17
54	92	86	8	82
37	34	29	42	20
7	100	86	98	81
35	49	39	12	76
4	29	3	76	39
81	67	87	96	82
26	67	72	64	91
47	78	50	6	1
43	14	32	2	24
43	32	74	48	8
54	68	63	76	88
72	70	51	8	82
10	98	41	22	18
47	50	29	16	30
55	69	62	79	88
54	14	28	49	20
68	66	53	65	95
78	83	81	64	88
43	35	42	16	20
20	4	15	57	1
37	31	19	8	46
50	3	22	44	96
47	37	42	48	84
7	77	3	22	45
60	89	72	64	79
54	86	80	40	94
85	9	40	36	45
23	13	21	33	24
63	50	62	76	57
7	47	25	36	24
71	68	75	66	12
43	9	14	34	44
14	19	51	15	44
67	40	87	65	95
63	75	79	96	88
20	47	25	92	24
23	37	86	5	24
4	35	10	89	48
92	95	70	88	12
80	98	99	87	52
4	14	54	17	41
92	75	98	8	52
26	10	19	38	1
92	83	69	64	91
75	50	65	57	85
86	58	67	64	85
25	35	58	49	38
23	37	71	28	44
78	100	80	53	76
63	72	65	62	76
71	100	58	79	91
14	55	42	34	28
68	78	53	74	84
50	27	17	11	12
9	25	10	3	30
89	61	65	59	36
63	58	99	74	85
77	69	34	93	96
52	92	87	88	90
100	92	69	56	79
43	34	40	46	12
7	37	10	27	48
37	31	77	39	21
43	29	36	5	21
47	29	40	2	28
32	50	19	36	39
34	2	27	38	22
37	14	32	12	52
50	32	29	40	65
35	27	49	33	85
7	5	41	82	20
43	4	14	7	9
71	69	62	87	85
26	31	32	19	15
71	54	92	69	73
63	83	98	86	96
100	66	64	94	51
37	13	28	94	6
68	64	59	79	57
53	51	76	5	73
67	95	21	84	82
35	98	87	82	84
32	34	2	79	21
68	32	69	57	52
77	98	93	17	91
7	34	74	19	28
43	58	28	11	18
100	75	72	76	8
37	47	29	48	8
83	81	94	57	24
85	66	93	70	73
75	53	56	79	73
50	53	99	87	97
47	77	5	21	12
9	48	11	38	39
68	75	98	62	88
23	14	34	29	5
4	69	19	49	33
54	92	77	95	57
37	92	53	64	84
68	35	83	72	51
24	29	15	6	30
23	25	32	27	87
55	81	95	59	76
63	68	83	66	93
10	58	27	16	48
37	14	34	21	38
75	66	98	80	99
50	27	95	49	5
68	75	60	3	85
7	9	50	21	18
81	58	74	72	57
63	100	80	67	40
68	55	97	76	88
78	60	77	8	57
75	65	62	76	15
84	53	65	88	85
54	2	72	70	52
50	19	36	11	21
25	17	5	39	6
83	98	51	91	88
92	89	8	91	73
63	92	67	46	73
43	14	79	15	24
55	42	36	38	12
68	78	55	80	11
45	26	15	46	18
4	40	11	41	24
75	69	89	53	79
43	36	17	21	44
57	78	42	82	85
31	55	42	40	38
23	32	21	22	24
84	63	89	57	90
13	17	15	21	30
32	67	51	57	88
25	29	16	39	45
69	95	76	57	85
43	42	29	36	41
23	4	3	28	22
68	100	83	79	88
100	55	92	60	17
32	19	17	8	44
14	2	41	46	1
23	14	50	12	1
14	28	48	8	79
7	68	94	88	73
25	35	5	38	6
7	29	28	11	33
47	10	28	49	38
91	4	3	46	20
63	42	28	22	45
4	10	35	42	15
26	43	55	28	24
63	58	65	15	57
29	40	5	33	24
43	9	2	27	12
23	34	3	46	30
13	2	64	49	24
82	60	83	57	84
66	69	95	51	79
31	81	86	95	94
9	42	81	49	8
55	66	93	51	1
75	77	86	51	84
87	94	79	96	8
23	100	60	98	52
78	60	72	93	21
55	83	69	79	90
75	55	94	76	97
43	47	25	14	9
34	3	17	22	1
44	54	25	6	1
43	4	14	10	67
75	93	94	84	85
13	14	40	15	84
31	89	93	56	70
98	72	16	56	57
23	50	42	79	1
100	67	17	82	84
26	34	36	15	33
63	93	87	91	85
7	37	13	35	29
24	18	2	44	45
13	25	29	69	11
60	87	97	76	49
37	50	40	8	18
26	34	3	19	1
99	65	97	94	84
68	100	98	39	88
98	81	74	27	94
2	27	99	22	46
42	16	48	12	20
71	63	100	34	73
26	92	29	19	22
32	48	5	39	51
66	98	94	82	84
23	89	74	96	90
92	83	58	90	57
83	53	62	64	76
71	55	80	67	90
47	4	25	42	33
7	32	87	5	49
69	89	81	36	95
78	80	93	91	24
54	31	81	62	52
47	42	66	27	8
7	100	29	5	15
54	92	61	11	88
77	80	53	61	27
54	75	81	70	85
47	66	17	12	44
66	65	76	91	84
71	74	64	5	82
92	66	80	94	51
20	55	95	84	73
66	93	79	57	85
37	95	70	96	88
98	89	67	95	59
80	89	87	91	85
78	100	83	57	85
82	27	5	6	24
40	19	15	22	12
68	92	83	98	3
7	27	39	82	18
86	87	59	88	73
10	34	53	48	5
23	9	32	3	20
55	72	93	99	94
98	89	72	62	64
10	27	41	33	6
31	66	69	90	73
25	58	74	88	85
63	92	55	53	84
63	100	55	72	59
23	66	2	27	18
68	78	74	97	91
92	2	19	17	46
68	60	66	59	84
47	3	65	8	30
47	14	79	38	45
55	48	97	57	73
63	81	86	98	73
78	55	66	53	52
4	54	3	27	46
35	28	51	6	24
