80	38	30
8	15	5
78	60	91
10	11	97
89	17	82
7	31	45
80	59	73
83	69	96
68	77	76
26	39	24
27	59	46
62	57	90
89	39	44
83	52	88
60	98	90
78	56	59
89	65	73
77	64	70
37	31	12
43	32	57
100	94	88
2	3	48
75	72	88
4	6	52
38	44	30
55	66	69
66	86	79
3	61	17
42	93	5
4	8	41
25	36	30
13	87	90
81	80	95
80	53	69
54	32	77
77	41	57
81	76	84
26	59	76
68	16	30
60	93	88
78	86	97
100	99	96
2	81	17
31	89	19
13	58	15
100	99	85
75	62	70
4	80	12
63	50	16
10	12	18
26	69	28
60	93	82
100	86	53
10	12	45
27	36	15
35	40	27
7	41	18
63	78	64
13	48	39
84	46	44
72	61	59
31	25	29
26	31	90
99	64	88
56	49	33
14	25	17
92	96	39
67	65	57
31	50	19
99	16	97
17	39	46
3	62	97
77	64	95
99	48	1
54	3	28
63	100	77
31	17	51
13	40	22
60	66	74
98	2	61
42	29	80
81	51	49
75	93	96
14	32	3
89	65	88
92	99	79
81	3	61
78	77	34
85	37	30
80	84	91
68	16	5
25	32	42
78	34	65
78	66	51
25	14	27
26	72	82
100	93	96
23	35	29
54	100	95
42	15	6
58	97	33
43	42	29
1	46	6
26	35	89
67	96	90
50	2	19
40	52	45
92	86	72
30	12	20
66	62	57
92	42	64
34	17	73
9	40	21
99	74	96
54	28	52
75	53	2
63	29	1
98	74	65
78	87	6
54	98	30
66	59	11
10	17	84
63	55	83
59	76	91
55	59	46
4	13	41
22	12	18
87	97	91
73	32	45
93	70	88
81	48	79
35	36	39
32	91	20
7	32	48
61	57	45
61	96	41
20	64	73
78	99	96
9	50	30
60	83	67
10	83	66
13	2	58
31	76	21
16	28	33
93	56	91
4	36	20
71	32	64
3	15	30
20	16	18
48	41	1
77	98	70
59	91	52
40	70	5
75	64	85
80	3	88
71	62	57
13	72	90
19	8	20
75	67	72
26	14	39
63	10	89
2	91	45
63	80	53
66	74	21
23	34	39
92	98	88
43	74	45
37	83	36
