31	27	28
25	87	1
92	19	62
68	13	94
89	95	38
73	50	85
13	16	21
99	19	95
7	13	65
63	94	45
2	19	30
75	100	85
80	59	73
26	19	49
31	40	6
67	72	82
47	56	76
80	40	85
55	77	85
31	38	15
92	100	73
37	39	38
48	22	1
1	2	24
61	64	90
59	97	22
19	39	24
63	77	67
62	57	90
71	5	1
14	59	20
71	3	67
23	25	12
27	79	45
87	62	70
56	91	73
43	47	37
92	65	94
92	61	82
3	38	12
47	21	44
71	59	51
76	39	33
50	19	24
77	65	73
9	42	49
37	31	32
80	72	91
54	9	2
14	5	21
92	66	89
34	38	6
26	70	44
2	99	36
17	8	30
7	26	72
81	99	82
77	27	11
26	40	8
66	87	90
25	50	18
63	93	79
100	65	22
72	82	1
74	17	70
78	25	99
36	5	20
86	90	18
34	15	44
55	79	96
74	65	6
25	14	42
29	11	30
23	50	45
92	55	96
37	54	84
47	2	36
3	44	24
66	86	79
40	19	11
30	93	45
16	22	20
71	29	52
71	72	88
42	80	30
83	84	52
14	13	15
25	86	44
47	53	41
35	83	98
56	97	84
77	38	96
4	27	90
56	90	88
43	4	32
68	95	84
75	83	65
37	17	20
92	94	57
80	53	69
58	59	79
55	98	74
34	5	8
81	27	96
77	64	41
79	44	45
34	5	33
63	55	30
83	74	51
95	97	15
78	80	85
80	74	59
25	87	88
63	92	95
43	88	73
31	50	52
23	92	73
54	34	27
89	76	84
10	80	70
4	21	84
61	94	21
83	2	62
78	86	97
92	94	82
26	47	35
23	17	12
23	13	34
39	33	6
47	10	49
9	55	62
72	19	36
75	92	57
2	46	20
63	77	93
60	93	91
79	76	91
28	87	12
21	33	45
23	42	2
100	51	90
50	48	41
51	82	88
78	70	57
86	98	97
65	96	85
30	46	45
40	15	84
69	98	79
32	49	33
34	51	45
72	97	84
54	94	38
1	13	24
100	89	94
4	64	57
81	59	49
7	55	53
75	83	61
100	81	93
68	33	85
7	41	18
54	79	5
93	95	97
2	53	8
93	64	94
83	99	70
47	49	21
63	51	57
74	87	79
89	61	73
3	12	18
54	75	82
66	86	61
23	4	45
7	55	15
35	42	3
67	65	57
31	92	94
66	3	39
92	66	72
13	34	21
32	36	39
66	67	70
60	61	84
77	64	95
54	87	90
63	75	78
60	83	93
75	67	38
53	27	85
4	48	90
97	51	96
54	61	15
68	42	30
27	48	24
29	72	74
31	29	97
65	59	90
92	60	84
2	67	16
9	36	38
61	96	88
64	62	97
60	66	74
69	62	87
80	89	58
29	17	45
23	42	44
86	94	24
94	79	96
23	39	1
75	93	96
56	57	20
43	50	56
83	15	91
47	21	20
13	42	30
48	41	20
59	94	11
13	99	70
68	95	79
67	59	21
100	42	22
32	6	12
9	31	35
83	16	64
81	74	99
30	37	85
13	83	67
18	9	30
78	55	85
71	95	90
4	8	12
86	59	24
17	65	8
7	59	6
50	28	15
36	11	49
35	93	65
100	70	91
100	89	64
78	75	11
32	64	41
48	17	73
31	2	30
34	36	24
63	86	95
75	89	72
23	19	82
97	49	76
28	12	30
47	31	5
13	16	5
55	11	12
55	34	10
64	70	57
56	94	82
63	66	90
60	61	52
11	91	18
55	58	95
42	53	36
71	83	82
35	34	44
47	35	58
23	40	16
4	93	64
37	89	88
14	3	46
7	35	61
68	75	64
23	8	44
46	6	1
10	33	30
25	60	75
18	10	45
43	9	53
4	81	65
28	17	5
78	50	84
92	86	72
14	98	88
41	39	12
2	21	39
42	72	65
83	87	95
59	52	73
53	74	57
29	41	33
65	11	18
4	13	6
55	49	85
10	42	27
7	34	11
74	59	94
3	36	33
68	75	86
55	65	95
66	70	94
63	80	91
4	69	67
58	99	30
55	84	82
71	75	70
81	95	18
16	49	6
2	22	6
23	40	82
83	3	70
26	27	76
86	51	30
92	67	59
92	55	67
25	58	24
63	100	62
4	98	16
74	96	84
99	61	56
62	94	90
23	83	72
2	58	90
29	15	1
47	10	12
50	36	8
89	64	59
36	94	39
78	49	82
75	29	86
80	93	82
10	34	98
53	39	85
35	22	33
2	56	70
68	60	70
32	98	6
14	3	48
60	35	82
58	62	97
19	39	6
92	97	15
71	58	72
4	22	41
23	66	45
93	70	88
41	6	73
31	91	33
71	61	59
31	53	28
47	78	3
43	25	38
43	13	16
81	99	76
8	38	46
29	17	21
4	49	39
11	44	85
78	58	15
26	96	88
50	95	96
100	50	72
4	25	10
4	58	79
25	78	46
9	29	49
68	48	24
23	47	4
68	54	96
75	42	59
75	61	65
71	41	33
13	6	24
47	75	81
76	84	73
74	51	91
89	58	56
43	9	50
14	19	11
35	2	15
26	17	6
40	11	38
32	39	73
83	89	59
35	72	1
26	17	15
53	72	57
43	42	1
47	70	73
66	81	82
63	27	17
7	51	30
54	72	97
74	72	88
86	64	59
47	70	96
50	17	48
22	44	33
80	58	95
92	91	82
31	50	5
86	91	73
86	69	18
100	70	96
63	33	88
65	97	21
42	19	12
75	69	27
89	51	41
80	15	30
68	3	52
75	67	72
83	95	96
26	14	39
53	70	96
100	89	65
63	51	52
64	90	73
71	4	11
75	55	85
75	17	30
37	34	46
67	56	52
68	36	52
75	94	85
55	98	16
23	34	39
38	12	45
75	89	61
38	33	85
4	80	95
37	14	76
9	31	38
47	42	27
66	53	81
61	70	84
86	95	91
92	21	12
26	29	33
77	42	41
95	90	52
32	50	1
37	36	6
69	96	91
5	49	33
68	38	24
26	47	29
71	68	77
68	50	19
23	91	45
100	89	74
89	94	90
75	82	73
4	64	52
69	51	57
86	58	79
25	61	90
7	83	16
54	79	90
68	69	97
43	77	17
89	67	73
40	46	85
78	86	52
34	28	21
50	89	85
54	94	82
83	59	82
86	62	20
71	67	84
65	87	51
23	2	20
23	67	57
34	62	22
99	51	39
95	94	76
10	66	17
77	98	84
74	99	97
54	97	88
42	36	24
53	89	70
26	31	3
72	17	87
9	29	39
28	22	30
50	99	70
86	27	24
53	80	64
43	88	1
47	11	5
54	53	72
14	29	64
26	43	17
10	96	52
43	46	20
18	98	1
54	34	2
37	59	5
34	29	11
47	25	90
83	72	21
18	15	45
99	36	95
70	94	51
86	48	51
75	98	62
78	66	69
25	29	18
86	95	51
54	97	79
64	22	52
67	49	20
14	5	84
95	70	96
100	53	99
64	39	18
9	41	15
50	5	33
79	88	84
74	90	57
74	65	82
72	22	21
94	82	85
4	61	46
71	56	97
71	55	90
25	13	99
78	13	76
37	52	45
9	31	48
16	87	41
93	82	57
77	67	72
77	81	83
43	77	53
43	65	79
89	5	84
22	84	45
22	44	18
55	40	57
7	47	46
100	60	97
71	61	49
68	69	88
53	74	11
7	95	21
80	72	59
54	78	95
98	28	52
63	55	57
7	34	2
28	21	46
69	95	97
35	22	41
2	36	8
98	65	64
4	5	20
73	75	30
63	99	57
24	23	20
54	76	90
71	69	85
29	3	30
80	74	28
23	12	52
9	27	1
99	62	90
5	8	24
3	38	24
60	84	91
62	52	1
42	38	15
74	99	8
68	47	55
77	80	74
47	33	44
68	87	91
80	51	90
27	76	5
43	16	18
70	57	30
23	2	80
68	72	97
23	47	51
66	87	38
10	12	44
74	79	6
14	13	38
14	13	95
42	2	11
54	81	70
14	58	20
36	33	6
9	34	6
17	36	22
91	12	24
37	27	8
9	11	49
37	19	20
34	22	1
81	87	59
34	8	15
56	59	76
16	65	33
71	93	59
47	13	29
36	59	24
92	75	87
13	14	18
75	95	52
60	44	45
34	69	5
3	39	1
26	35	99
25	31	34
25	17	87
13	91	33
32	56	76
28	48	30
25	35	94
75	83	91
81	74	79
3	48	41
83	94	76
43	53	65
37	5	1
54	83	90
13	19	45
31	5	12
83	80	99
7	2	27
7	15	24
62	76	96
31	39	33
74	99	84
80	93	11
69	97	57
40	5	41
80	89	99
7	23	41
83	61	16
42	89	76
9	80	84
53	93	65
34	17	39
22	12	20
50	86	59
81	61	91
80	98	65
43	8	12
58	51	88
92	74	84
75	55	32
92	83	86
3	74	45
66	81	79
43	62	5
68	60	73
31	35	5
60	74	62
64	70	82
31	42	29
63	77	96
53	58	62
35	40	74
55	72	8
68	59	70
93	64	57
28	41	46
50	17	20
71	63	85
83	62	51
50	2	93
49	96	20
40	11	70
71	89	65
35	16	48
63	55	82
48	59	20
67	99	16
26	31	28
63	100	97
61	84	90
72	70	84
23	99	17
26	19	20
23	11	1
86	53	84
47	55	8
48	21	24
63	67	88
23	70	84
37	92	56
98	58	87
83	74	73
75	36	49
66	59	57
47	27	17
23	92	18
25	74	15
23	46	52
26	37	60
75	69	76
62	64	96
4	9	42
75	66	57
95	70	15
9	62	18
83	65	51
71	89	57
86	3	39
31	29	2
29	44	18
4	36	1
36	96	46
50	44	12
50	66	3
68	98	5
47	95	82
3	36	41
2	38	1
76	84	33
63	64	90
3	12	20
43	37	19
47	42	16
63	58	15
32	48	22
9	40	24
35	36	20
80	3	36
40	17	18
35	21	39
61	62	12
9	40	49
100	66	67
7	4	36
40	36	11
19	17	90
69	86	80
32	27	36
2	21	41
40	36	30
48	41	6
14	38	20
29	81	20
7	6	18
7	3	21
26	59	20
58	27	57
47	42	2
69	59	88
3	21	24
89	97	84
78	83	70
2	6	46
35	96	44
7	67	65
7	25	18
42	40	46
92	96	90
37	25	38
42	2	6
37	29	22
14	13	2
87	64	76
14	77	61
26	66	69
60	95	73
11	12	18
32	87	18
72	93	76
71	37	24
9	31	20
78	5	15
5	33	30
78	77	96
37	89	97
16	88	33
74	59	52
55	59	95
98	97	90
40	12	33
100	80	11
23	98	8
38	41	24
37	36	33
75	67	91
73	84	57
10	61	30
62	48	21
72	82	18
68	48	95
31	40	59
75	98	22
47	82	90
79	91	57
55	98	45
89	56	38
68	60	66
34	16	19
25	94	88
7	19	62
13	38	46
27	49	12
68	14	91
99	52	88
34	8	44
32	21	45
14	42	48
86	89	72
78	77	69
92	99	88
37	29	45
26	4	33
63	53	73
78	2	44
47	37	12
26	63	12
23	47	34
23	10	22
7	9	31
54	59	94
71	82	20
32	36	84
50	12	1
43	36	18
9	48	38
32	80	89
38	46	24
63	42	38
43	26	44
71	69	91
97	79	70
42	67	6
25	46	30
80	99	95
27	57	82
65	79	45
42	28	6
53	89	88
26	60	85
55	74	59
19	11	20
40	17	30
75	60	53
29	21	12
78	77	74
4	32	60
71	89	59
92	25	96
23	36	17
31	35	59
68	62	91
92	67	65
68	97	45
16	22	6
34	80	99
37	65	24
31	32	66
75	52	84
17	49	6
80	97	90
7	63	13
70	15	18
26	65	49
13	28	1
26	53	15
43	29	44
63	61	56
69	95	57
2	17	85
24	52	30
18	1	30
24	98	20
11	12	45
35	61	49
37	16	46
13	50	8
29	48	11
100	81	89
55	81	99
60	74	96
43	48	12
68	74	51
89	97	20
86	62	70
23	32	96
25	65	85
40	16	88
93	70	96
37	46	44
66	5	44
26	38	24
97	84	90
25	81	86
14	33	30
68	87	70
34	3	28
71	54	80
86	16	88
13	50	2
69	99	95
31	21	45
29	40	30
100	67	88
7	58	64
9	44	45
60	10	29
10	16	15
71	77	15
29	8	6
45	3	24
7	63	53
98	56	84
77	74	57
54	81	61
15	12	38
69	88	52
42	19	21
50	40	45
55	62	84
93	62	84
67	74	93
93	90	20
75	84	45
53	74	27
60	64	24
46	6	18
37	40	27
34	17	48
25	49	1
50	89	96
35	27	48
71	62	76
10	49	12
16	62	70
71	36	90
80	48	21
38	44	1
100	52	30
32	34	38
47	14	1
53	91	84
55	53	22
34	19	1
81	82	20
14	41	22
37	10	2
43	31	21
47	28	24
37	41	24
40	48	44
23	10	11
30	49	24
25	32	49
69	93	91
25	32	39
81	89	72
26	8	38
71	98	79
14	8	39
47	5	22
26	14	58
85	7	1
60	58	33
7	32	17
43	11	52
99	64	57
66	42	56
31	17	18
26	37	1
31	59	85
10	83	59
89	84	90
78	13	46
75	53	48
68	94	82
53	87	33
4	92	50
19	36	82
17	5	18
92	58	74
32	82	84
23	54	38
29	19	44
76	38	82
63	29	18
37	17	48
31	14	20
71	65	95
71	17	22
37	89	19
68	70	96
69	74	56
89	61	84
78	95	45
9	86	67
48	15	88
3	49	30
14	48	45
54	66	84
92	86	98
37	95	94
53	94	44
43	63	72
65	15	41
7	14	17
47	4	75
43	64	95
68	58	64
10	33	18
26	13	16
42	36	21
55	86	94
60	69	88
43	13	51
36	6	45
4	49	24
2	16	30
9	47	50
63	27	11
53	27	65
98	58	22
99	87	97
53	86	51
81	86	62
43	5	51
32	96	84
71	78	93
29	67	76
26	23	94
53	46	45
9	50	45
78	66	85
42	70	88
25	35	38
27	15	45
62	39	33
32	81	84
32	83	73
78	92	66
24	95	30
29	16	97
55	97	73
7	35	28
32	27	41
21	46	33
69	64	91
80	61	59
26	33	91
36	6	24
2	98	96
71	99	96
7	31	39
55	70	88
81	58	73
78	87	97
13	59	70
42	49	20
51	52	88
10	3	38
9	100	37
100	55	79
64	59	88
69	95	88
37	6	1
83	76	82
26	37	28
68	69	76
55	82	24
61	64	91
99	64	79
47	34	6
13	22	46
7	65	8
87	8	82
42	66	45
54	92	97
69	72	90
26	8	85
69	97	20
50	28	88
34	27	73
9	11	70
37	14	18
93	76	33
66	86	95
83	58	62
58	76	82
54	67	88
13	27	11
89	65	22
25	93	95
66	94	82
58	65	84
54	86	58
80	93	59
54	46	73
14	28	38
31	98	1
47	16	17
60	66	96
9	25	82
99	59	79
9	38	33
78	98	82
55	81	87
28	19	90
78	83	53
50	46	20
35	28	5
63	89	82
72	28	65
89	61	95
75	86	64
7	13	34
36	49	45
78	58	95
25	53	11
7	78	14
30	84	57
43	68	89
26	37	63
3	22	6
13	36	95
35	48	76
16	22	46
83	69	82
80	2	84
26	22	12
9	19	16
99	22	44
28	15	41
68	50	52
26	9	1
54	98	59
71	51	33
81	29	33
68	72	36
54	86	65
75	46	18
55	81	64
60	82	24
74	70	88
74	87	94
77	80	85
100	15	1
77	70	97
83	6	44
71	9	31
4	28	6
7	26	24
99	62	85
77	64	56
11	76	84
54	72	61
37	51	52
55	72	99
23	1	24
23	15	44
75	69	64
55	98	87
86	64	56
50	35	5
26	35	11
11	70	91
47	13	1
28	93	22
58	19	85
94	91	85
95	94	88
35	5	6
34	80	72
58	95	79
4	70	51
47	31	50
54	87	59
47	38	18
34	49	1
7	25	45
37	17	41
99	79	76
34	41	90
66	53	95
5	38	12
86	58	73
83	88	85
43	55	17
54	81	20
81	94	21
25	28	11
77	49	38
31	64	12
63	75	35
43	34	64
8	39	30
1	15	24
32	28	8
54	74	91
75	28	73
55	87	94
3	41	22
71	60	89
48	49	30
71	81	91
26	99	48
8	21	45
15	12	30
9	67	46
97	94	90
25	81	91
78	61	51
79	8	12
50	64	88
25	48	20
26	47	53
81	72	79
35	34	42
53	56	70
18	11	24
13	8	57
11	8	6
7	13	32
34	76	12
53	51	88
32	50	5
68	60	1
83	39	20
81	93	64
68	74	56
71	58	8
32	33	30
92	72	51
7	43	14
2	48	15
74	56	85
26	13	6
54	4	77
23	78	27
56	44	82
54	75	100
78	67	76
26	2	17
14	16	22
98	58	62
47	98	8
32	81	93
37	53	49
26	23	50
43	28	15
71	69	12
26	96	1
4	25	12
23	35	30
13	3	6
78	80	16
55	50	84
62	51	88
54	55	82
64	17	96
54	58	57
68	54	82
9	47	38
81	65	5
100	21	44
69	90	73
14	86	17
74	84	91
54	53	36
4	3	15
87	95	85
78	75	64
71	9	97
31	27	24
95	88	82
81	94	76
77	80	56
71	64	95
58	65	64
100	86	88
47	40	17
17	15	30
43	37	99
78	55	72
23	44	18
100	16	90
9	33	18
14	95	79
37	29	8
25	21	33
20	66	18
68	27	91
77	8	22
19	12	33
54	100	84
10	27	41
64	59	96
100	17	73
63	60	11
4	14	32
100	67	70
43	13	48
4	75	84
75	79	73
63	72	44
70	15	21
98	61	97
60	77	19
42	40	12
63	12	1
20	28	18
7	13	15
28	49	76
50	35	36
40	28	91
35	39	41
43	5	15
10	34	41
26	43	24
74	72	82
10	76	1
47	11	1
79	5	57
60	58	56
37	31	15
77	72	84
26	35	39
78	77	95
47	50	48
75	81	62
14	59	94
74	64	44
89	93	84
28	49	12
26	87	8
68	2	62
37	50	3
67	64	70
48	11	22
53	33	45
53	65	82
14	2	11
78	62	76
42	21	45
81	79	76
37	77	40
59	79	57
89	59	94
31	11	6
66	62	82
89	74	59
14	95	82
40	21	44
25	28	49
26	56	6
74	5	46
75	17	45
23	22	45
86	93	65
42	76	52
1	5	18
83	11	41
98	69	97
13	93	36
67	56	84
47	5	6
13	17	15
40	87	57
28	17	41
43	25	49
55	67	87
10	2	28
23	7	2
75	19	21
14	44	20
65	56	84
86	67	62
71	94	57
98	62	91
62	97	91
39	46	24
60	95	88
47	29	44
47	70	24
11	6	24
19	76	44
7	37	27
83	56	76
100	27	62
99	70	90
77	89	1
9	87	95
78	66	86
92	62	87
7	14	1
32	42	29
13	17	12
3	97	90
78	34	74
89	79	38
75	79	88
14	31	79
67	39	33
73	89	85
13	28	49
23	55	65
4	5	22
7	10	48
81	64	91
50	77	73
45	7	24
55	64	73
26	75	30
26	47	12
75	83	98
55	93	97
63	69	76
92	59	8
32	77	15
61	93	91
78	21	52
9	8	44
63	58	74
25	17	30
59	15	45
28	17	18
54	100	21
100	5	39
61	79	85
98	74	82
24	33	30
4	25	39
42	5	12
10	11	20
71	92	81
27	21	6
71	88	12
7	17	48
4	44	90
15	46	1
24	44	18
26	34	97
5	41	20
63	54	62
66	69	97
3	8	24
99	74	95
54	96	84
86	62	97
29	6	18
90	57	85
19	5	12
75	99	52
24	37	20
66	94	18
60	56	15
42	40	8
29	3	86
35	16	36
14	11	8
34	81	16
25	17	12
32	27	17
83	98	65
60	33	6
42	28	93
99	48	70
10	3	17
37	3	24
32	83	20
9	32	44
23	37	22
66	84	73
71	81	98
43	36	44
9	65	57
55	89	94
43	39	20
7	98	72
69	86	46
100	57	88
4	41	1
16	17	79
81	51	73
75	72	74
77	81	56
64	97	57
69	56	41
60	50	79
86	58	93
92	81	72
58	52	73
80	87	88
27	38	20
77	58	85
47	75	15
54	28	49
7	32	28
27	17	15
67	62	44
68	3	17
3	74	84
47	13	86
60	86	59
100	59	82
2	11	38
78	81	56
61	38	73
92	77	86
81	8	30
36	41	20
43	4	38
37	87	22
60	2	88
10	77	73
7	44	6
61	64	70
71	47	82
47	86	33
10	36	44
13	40	56
23	4	3
64	79	51
100	53	65
43	98	48
2	46	45
71	86	56
89	87	56
14	34	19
68	98	58
58	67	79
68	79	88
86	84	73
37	89	16
58	61	11
17	49	39
69	65	91
3	17	44
85	58	73
86	61	97
58	96	90
25	29	20
9	29	27
23	92	95
32	97	15
47	86	36
37	10	8
61	84	73
63	64	88
14	74	15
26	48	94
80	57	85
7	11	22
13	35	1
69	19	20
68	69	22
25	83	91
83	12	20
50	46	24
31	56	18
13	69	84
14	49	24
32	28	30
92	93	95
43	29	21
55	98	84
54	56	90
6	44	24
71	92	55
55	80	52
78	98	61
100	97	90
37	27	33
7	49	6
